1731474948.730818 server started (38312): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1731474948.730848 on Darwin 24.0.0 Darwin Kernel Version 24.0.0: Tue Sep 24 23:37:13 PDT 2024; root:xnu-11215.1.12~1/RELEASE_ARM64_T8112
1731474948.730856 using libevent 2.1.12-stable select
1731474948.730867 using utf8proc 2.9.0
1731474948.730874 using ncurses 6.5 20240427
1731474949.236392 tty_clear_line: /dev/ttys003, 170 at 0,13
1731474949.236394 /dev/ttys003: \r
1731474949.236395 /dev/ttys003: \n
1731474949.236397 /dev/ttys003: \033[K
1731474949.236399 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,14 at 0,14, width 170
1731474949.236401 tty_draw_line: px=0 py=14 nx=170 atx=0 aty=14
1731474949.236403 tty_draw_line: defaults: fg=8, bg=8
1731474949.236405 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236407 tty_clear_line: /dev/ttys003, 170 at 0,14
1731474949.236408 /dev/ttys003: \r
1731474949.236410 /dev/ttys003: \n
1731474949.236412 /dev/ttys003: \033[K
1731474949.236414 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,15 at 0,15, width 170
1731474949.236416 tty_draw_line: px=0 py=15 nx=170 atx=0 aty=15
1731474949.236418 tty_draw_line: defaults: fg=8, bg=8
1731474949.236420 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236421 tty_clear_line: /dev/ttys003, 170 at 0,15
1731474949.236423 /dev/ttys003: \r
1731474949.236425 /dev/ttys003: \n
1731474949.236427 /dev/ttys003: \033[K
1731474949.236429 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,16 at 0,16, width 170
1731474949.236431 tty_draw_line: px=0 py=16 nx=170 atx=0 aty=16
1731474949.236433 tty_draw_line: defaults: fg=8, bg=8
1731474949.236435 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236437 tty_clear_line: /dev/ttys003, 170 at 0,16
1731474949.236438 /dev/ttys003: \r
1731474949.236440 /dev/ttys003: \n
1731474949.236442 /dev/ttys003: \033[K
1731474949.236444 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,17 at 0,17, width 170
1731474949.236446 tty_draw_line: px=0 py=17 nx=170 atx=0 aty=17
1731474949.236448 tty_draw_line: defaults: fg=8, bg=8
1731474949.236450 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236452 tty_clear_line: /dev/ttys003, 170 at 0,17
1731474949.236453 /dev/ttys003: \r
1731474949.236455 /dev/ttys003: \n
1731474949.236457 /dev/ttys003: \033[K
1731474949.236459 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,18 at 0,18, width 170
1731474949.236461 tty_draw_line: px=0 py=18 nx=170 atx=0 aty=18
1731474949.236463 tty_draw_line: defaults: fg=8, bg=8
1731474949.236465 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236467 tty_clear_line: /dev/ttys003, 170 at 0,18
1731474949.236469 /dev/ttys003: \r
1731474949.236471 /dev/ttys003: \n
1731474949.236472 /dev/ttys003: \033[K
1731474949.236475 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,19 at 0,19, width 170
1731474949.236477 tty_draw_line: px=0 py=19 nx=170 atx=0 aty=19
1731474949.236479 tty_draw_line: defaults: fg=8, bg=8
1731474949.236480 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236482 tty_clear_line: /dev/ttys003, 170 at 0,19
1731474949.236484 /dev/ttys003: \r
1731474949.236486 /dev/ttys003: \n
1731474949.236488 /dev/ttys003: \033[K
1731474949.236490 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,20 at 0,20, width 170
1731474949.236492 tty_draw_line: px=0 py=20 nx=170 atx=0 aty=20
1731474949.236494 tty_draw_line: defaults: fg=8, bg=8
1731474949.236495 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236497 tty_clear_line: /dev/ttys003, 170 at 0,20
1731474949.236499 /dev/ttys003: \r
1731474949.236501 /dev/ttys003: \n
1731474949.236502 /dev/ttys003: \033[K
1731474949.236505 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,21 at 0,21, width 170
1731474949.236506 tty_draw_line: px=0 py=21 nx=170 atx=0 aty=21
1731474949.236508 tty_draw_line: defaults: fg=8, bg=8
1731474949.236515 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236517 tty_clear_line: /dev/ttys003, 170 at 0,21
1731474949.236519 /dev/ttys003: \r
1731474949.236521 /dev/ttys003: \n
1731474949.236522 /dev/ttys003: \033[K
1731474949.236524 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,22 at 0,22, width 170
1731474949.236526 tty_draw_line: px=0 py=22 nx=170 atx=0 aty=22
1731474949.236528 tty_draw_line: defaults: fg=8, bg=8
1731474949.236530 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236532 tty_clear_line: /dev/ttys003, 170 at 0,22
1731474949.236534 /dev/ttys003: \r
1731474949.236535 /dev/ttys003: \n
1731474949.236537 /dev/ttys003: \033[K
1731474949.236539 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,23 at 0,23, width 170
1731474949.236541 tty_draw_line: px=0 py=23 nx=170 atx=0 aty=23
1731474949.236543 tty_draw_line: defaults: fg=8, bg=8
1731474949.236545 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236547 tty_clear_line: /dev/ttys003, 170 at 0,23
1731474949.236548 /dev/ttys003: \r
1731474949.236550 /dev/ttys003: \n
1731474949.236552 /dev/ttys003: \033[K
1731474949.236554 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,24 at 0,24, width 170
1731474949.236556 tty_draw_line: px=0 py=24 nx=170 atx=0 aty=24
1731474949.236558 tty_draw_line: defaults: fg=8, bg=8
1731474949.236560 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236562 tty_clear_line: /dev/ttys003, 170 at 0,24
1731474949.236563 /dev/ttys003: \r
1731474949.236565 /dev/ttys003: \n
1731474949.236568 /dev/ttys003: \033[K
1731474949.236570 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,25 at 0,25, width 170
1731474949.236572 tty_draw_line: px=0 py=25 nx=170 atx=0 aty=25
1731474949.236574 tty_draw_line: defaults: fg=8, bg=8
1731474949.236576 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236578 tty_clear_line: /dev/ttys003, 170 at 0,25
1731474949.236579 /dev/ttys003: \r
1731474949.236581 /dev/ttys003: \n
1731474949.236583 /dev/ttys003: \033[K
1731474949.236585 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,26 at 0,26, width 170
1731474949.236587 tty_draw_line: px=0 py=26 nx=170 atx=0 aty=26
1731474949.236589 tty_draw_line: defaults: fg=8, bg=8
1731474949.236591 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236593 tty_clear_line: /dev/ttys003, 170 at 0,26
1731474949.236595 /dev/ttys003: \r
1731474949.236597 /dev/ttys003: \n
1731474949.236598 /dev/ttys003: \033[K
1731474949.236600 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,27 at 0,27, width 170
1731474949.236602 tty_draw_line: px=0 py=27 nx=170 atx=0 aty=27
1731474949.236604 tty_draw_line: defaults: fg=8, bg=8
1731474949.236606 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236608 tty_clear_line: /dev/ttys003, 170 at 0,27
1731474949.236610 /dev/ttys003: \r
1731474949.236611 /dev/ttys003: \n
1731474949.236613 /dev/ttys003: \033[K
1731474949.236615 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,28 at 0,28, width 170
1731474949.236618 tty_draw_line: px=0 py=28 nx=170 atx=0 aty=28
1731474949.236620 tty_draw_line: defaults: fg=8, bg=8
1731474949.236621 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236623 tty_clear_line: /dev/ttys003, 170 at 0,28
1731474949.236625 /dev/ttys003: \r
1731474949.236627 /dev/ttys003: \n
1731474949.236629 /dev/ttys003: \033[K
1731474949.236631 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,29 at 0,29, width 170
1731474949.236633 tty_draw_line: px=0 py=29 nx=170 atx=0 aty=29
1731474949.236635 tty_draw_line: defaults: fg=8, bg=8
1731474949.236637 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236638 tty_clear_line: /dev/ttys003, 170 at 0,29
1731474949.236640 /dev/ttys003: \r
1731474949.236642 /dev/ttys003: \n
1731474949.236644 /dev/ttys003: \033[K
1731474949.236646 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,30 at 0,30, width 170
1731474949.236648 tty_draw_line: px=0 py=30 nx=170 atx=0 aty=30
1731474949.236649 tty_draw_line: defaults: fg=8, bg=8
1731474949.236651 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236653 tty_clear_line: /dev/ttys003, 170 at 0,30
1731474949.236659 /dev/ttys003: \r
1731474949.236660 /dev/ttys003: \n
1731474949.236662 /dev/ttys003: \033[K
1731474949.236664 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,31 at 0,31, width 170
1731474949.236666 tty_draw_line: px=0 py=31 nx=170 atx=0 aty=31
1731474949.236668 tty_draw_line: defaults: fg=8, bg=8
1731474949.236670 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236672 tty_clear_line: /dev/ttys003, 170 at 0,31
1731474949.236673 /dev/ttys003: \r
1731474949.236675 /dev/ttys003: \n
1731474949.236677 /dev/ttys003: \033[K
1731474949.236679 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,32 at 0,32, width 170
1731474949.236691 tty_draw_line: px=0 py=32 nx=170 atx=0 aty=32
1731474949.236711 tty_draw_line: defaults: fg=8, bg=8
1731474949.236717 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236719 tty_clear_line: /dev/ttys003, 170 at 0,32
1731474949.236721 /dev/ttys003: \r
1731474949.236723 /dev/ttys003: \n
1731474949.236725 /dev/ttys003: \033[K
1731474949.236727 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,33 at 0,33, width 170
1731474949.236729 tty_draw_line: px=0 py=33 nx=170 atx=0 aty=33
1731474949.236731 tty_draw_line: defaults: fg=8, bg=8
1731474949.236733 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236735 tty_clear_line: /dev/ttys003, 170 at 0,33
1731474949.236736 /dev/ttys003: \r
1731474949.236738 /dev/ttys003: \n
1731474949.236740 /dev/ttys003: \033[K
1731474949.236742 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,34 at 0,34, width 170
1731474949.236744 tty_draw_line: px=0 py=34 nx=170 atx=0 aty=34
1731474949.236746 tty_draw_line: defaults: fg=8, bg=8
1731474949.236748 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236750 tty_clear_line: /dev/ttys003, 170 at 0,34
1731474949.236752 /dev/ttys003: \r
1731474949.236753 /dev/ttys003: \n
1731474949.236755 /dev/ttys003: \033[K
1731474949.236757 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,35 at 0,35, width 170
1731474949.236759 tty_draw_line: px=0 py=35 nx=170 atx=0 aty=35
1731474949.236761 tty_draw_line: defaults: fg=8, bg=8
1731474949.236763 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236765 tty_clear_line: /dev/ttys003, 170 at 0,35
1731474949.236767 /dev/ttys003: \r
1731474949.236769 /dev/ttys003: \n
1731474949.236771 /dev/ttys003: \033[K
1731474949.236773 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,36 at 0,36, width 170
1731474949.236775 tty_draw_line: px=0 py=36 nx=170 atx=0 aty=36
1731474949.236777 tty_draw_line: defaults: fg=8, bg=8
1731474949.236779 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236781 tty_clear_line: /dev/ttys003, 170 at 0,36
1731474949.236783 /dev/ttys003: \r
1731474949.236785 /dev/ttys003: \n
1731474949.236786 /dev/ttys003: \033[K
1731474949.236788 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,37 at 0,37, width 170
1731474949.236790 tty_draw_line: px=0 py=37 nx=170 atx=0 aty=37
1731474949.236792 tty_draw_line: defaults: fg=8, bg=8
1731474949.236794 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236796 tty_clear_line: /dev/ttys003, 170 at 0,37
1731474949.236798 /dev/ttys003: \r
1731474949.236799 /dev/ttys003: \n
1731474949.236801 /dev/ttys003: \033[K
1731474949.236803 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,38 at 0,38, width 170
1731474949.236805 tty_draw_line: px=0 py=38 nx=170 atx=0 aty=38
1731474949.236807 tty_draw_line: defaults: fg=8, bg=8
1731474949.236809 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236811 tty_clear_line: /dev/ttys003, 170 at 0,38
1731474949.236813 /dev/ttys003: \r
1731474949.236815 /dev/ttys003: \n
1731474949.236817 /dev/ttys003: \033[K
1731474949.236819 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,39 at 0,39, width 170
1731474949.236821 tty_draw_line: px=0 py=39 nx=170 atx=0 aty=39
1731474949.236823 tty_draw_line: defaults: fg=8, bg=8
1731474949.236825 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236827 tty_clear_line: /dev/ttys003, 170 at 0,39
1731474949.236829 /dev/ttys003: \r
1731474949.236831 /dev/ttys003: \n
1731474949.236832 /dev/ttys003: \033[K
1731474949.236834 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,40 at 0,40, width 170
1731474949.236840 tty_draw_line: px=0 py=40 nx=170 atx=0 aty=40
1731474949.236842 tty_draw_line: defaults: fg=8, bg=8
1731474949.236844 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236846 tty_clear_line: /dev/ttys003, 170 at 0,40
1731474949.236848 /dev/ttys003: \r
1731474949.236850 /dev/ttys003: \n
1731474949.236852 /dev/ttys003: \033[K
1731474949.236854 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,41 at 0,41, width 170
1731474949.236856 tty_draw_line: px=0 py=41 nx=170 atx=0 aty=41
1731474949.236858 tty_draw_line: defaults: fg=8, bg=8
1731474949.236859 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236861 tty_clear_line: /dev/ttys003, 170 at 0,41
1731474949.236863 /dev/ttys003: \r
1731474949.236865 /dev/ttys003: \n
1731474949.236867 /dev/ttys003: \033[K
1731474949.236869 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,42 at 0,42, width 170
1731474949.236871 tty_draw_line: px=0 py=42 nx=170 atx=0 aty=42
1731474949.236873 tty_draw_line: defaults: fg=8, bg=8
1731474949.236875 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236877 tty_clear_line: /dev/ttys003, 170 at 0,42
1731474949.236879 /dev/ttys003: \r
1731474949.236881 /dev/ttys003: \n
1731474949.236882 /dev/ttys003: \033[K
1731474949.236884 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,43 at 0,43, width 170
1731474949.236886 tty_draw_line: px=0 py=43 nx=170 atx=0 aty=43
1731474949.236888 tty_draw_line: defaults: fg=8, bg=8
1731474949.236890 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236892 tty_clear_line: /dev/ttys003, 170 at 0,43
1731474949.236894 /dev/ttys003: \r
1731474949.236895 /dev/ttys003: \n
1731474949.236897 /dev/ttys003: \033[K
1731474949.236899 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,44 at 0,44, width 170
1731474949.236901 tty_draw_line: px=0 py=44 nx=170 atx=0 aty=44
1731474949.236903 tty_draw_line: defaults: fg=8, bg=8
1731474949.236905 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236907 tty_clear_line: /dev/ttys003, 170 at 0,44
1731474949.236908 /dev/ttys003: \r
1731474949.236910 /dev/ttys003: \n
1731474949.236912 /dev/ttys003: \033[K
1731474949.236914 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,45 at 0,45, width 170
1731474949.236916 tty_draw_line: px=0 py=45 nx=170 atx=0 aty=45
1731474949.236918 tty_draw_line: defaults: fg=8, bg=8
1731474949.236920 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236921 tty_clear_line: /dev/ttys003, 170 at 0,45
1731474949.236923 /dev/ttys003: \r
1731474949.236925 /dev/ttys003: \n
1731474949.236927 /dev/ttys003: \033[K
1731474949.236929 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,46 at 0,46, width 170
1731474949.236931 tty_draw_line: px=0 py=46 nx=170 atx=0 aty=46
1731474949.236933 tty_draw_line: defaults: fg=8, bg=8
1731474949.236935 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236937 tty_clear_line: /dev/ttys003, 170 at 0,46
1731474949.236938 /dev/ttys003: \r
1731474949.236940 /dev/ttys003: \n
1731474949.236942 /dev/ttys003: \033[K
1731474949.236944 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,47 at 0,47, width 170
1731474949.236946 tty_draw_line: px=0 py=47 nx=170 atx=0 aty=47
1731474949.236948 tty_draw_line: defaults: fg=8, bg=8
1731474949.236950 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236952 tty_clear_line: /dev/ttys003, 170 at 0,47
1731474949.236954 /dev/ttys003: \r
1731474949.236956 /dev/ttys003: \n
1731474949.236958 /dev/ttys003: \033[K
1731474949.236960 screen_redraw_draw_pane: /dev/ttys003 %0 line 0,48 at 0,48, width 170
1731474949.236962 tty_draw_line: px=0 py=48 nx=170 atx=0 aty=48
1731474949.236965 tty_draw_line: defaults: fg=8, bg=8
1731474949.236982 tty_draw_line: 170 to end of line (0 cleared)
1731474949.236985 tty_clear_line: /dev/ttys003, 170 at 0,48
1731474949.236987 /dev/ttys003: \r
1731474949.236989 /dev/ttys003: \n
1731474949.236991 /dev/ttys003: \033[K
1731474949.236994 /dev/ttys003: redrawing status
1731474949.236996 screen_redraw_draw_status: /dev/ttys003 @0
1731474949.236998 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=49
1731474949.237004 tty_draw_line: defaults: fg=8, bg=8
1731474949.237008 /dev/ttys003: \033[1m
1731474949.237010 /dev/ttys003: \r
1731474949.237013 /dev/ttys003: \n
1731474949.237015 /dev/ttys003:  0 
1731474949.237018 utf8_to_data: 41000020 -> (1 1  )
1731474949.237020 /dev/ttys003: \033(B\033[m
1731474949.237022 tty_draw_line: 77 cleared
1731474949.237024 tty_clear_line: /dev/ttys003, 77 at 3,49
1731474949.237032 /dev/ttys003: \033[77X
1731474949.237034 utf8_to_data: 41000020 -> (1 1  )
1731474949.237036 utf8_to_data: 41000031 -> (1 1 1)
1731474949.237038 utf8_to_data: 4100003a -> (1 1 :)
1731474949.237040 utf8_to_data: 4100007a -> (1 1 z)
1731474949.237042 utf8_to_data: 41000073 -> (1 1 s)
1731474949.237044 utf8_to_data: 41000068 -> (1 1 h)
1731474949.237046 utf8_to_data: 41000020 -> (1 1  )
1731474949.237048 utf8_to_data: 41000020 -> (1 1  )
